"C1",  "C2",  "C3",  "C4",  "C5",  "C6",  "C7",  "C8", "C9", "C10", "P-value", "Proportion",  "Test"
"23", "19", "26", "24", "24", "23", "16", "29", "24", "32", "0.5680", "0.9708", "AperiodicTemplate"
"18", "30", "23", "23", "33", "20", "17", "36", "21", "19", "0.0556", "0.9958", "AperiodicTemplate"
"22", "18", "28", "31", "21", "31", "20", "21", "25", "23", "0.5425", "0.9791", "AperiodicTemplate"
"29", "27", "24", "33", "22", "16", "18", "26", "22", "23", "0.3924", "0.9958", "AperiodicTemplate"
"20", "27", "28", "20", "18", "26", "23", "27", "23", "28", "0.8195", "0.9875", "AperiodicTemplate"
"26", "17", "33", "19", "27", "20", "25", "23", "22", "28", "0.4765", "0.9916", "AperiodicTemplate"
"26", "20", "29", "28", "21", "25", "27", "24", "18", "22", "0.8343", "0.9916", "AperiodicTemplate"
"19", "29", "27", "19", "29", "24", "27", "24", "22", "20", "0.7646", "1.0", "AperiodicTemplate"
"19", "32", "20", "23", "19", "27", "22", "32", "32", "14", "0.0780", "0.9958", "AperiodicTemplate"
"23", "18", "23", "21", "23", "24", "17", "31", "27", "33", "0.3641", "0.9916", "AperiodicTemplate"
"21", "31", "16", "24", "32", "32", "25", "15", "16", "28", "0.0461", "0.9833", "AperiodicTemplate"
"24", "21", "25", "21", "30", "34", "19", "23", "24", "19", "0.4765", "0.9916", "AperiodicTemplate"
"24", "21", "18", "21", "25", "30", "24", "20", "33", "24", "0.5510", "0.9875", "AperiodicTemplate"
"23", "23", "28", "20", "23", "23", "27", "32", "22", "19", "0.7646", "0.9875", "AperiodicTemplate"
"23", "21", "27", "25", "29", "21", "18", "31", "19", "26", "0.6371", "0.9958", "AperiodicTemplate"
"23", "30", "22", "25", "19", "24", "24", "23", "25", "25", "0.9675", "0.9916", "AperiodicTemplate"
"24", "26", "27", "27", "29", "26", "18", "19", "22", "22", "0.8343", "0.9875", "AperiodicTemplate"
"26", "23", "23", "29", "25", "23", "21", "28", "17", "25", "0.8755", "0.9958", "AperiodicTemplate"
"43", "21", "15", "24", "18", "22", "22", "17", "33", "25", "0.0019", "0.9666", "AperiodicTemplate"
"25", "18", "17", "25", "23", "22", "23", "36", "24", "27", "0.3306", "0.9875", "AperiodicTemplate"
"27", "18", "27", "32", "23", "27", "17", "20", "21", "28", "0.4296", "1.0", "AperiodicTemplate"
"28", "23", "25", "19", "24", "22", "17", "26", "36", "20", "0.2873", "0.9875", "AperiodicTemplate"
"24", "24", "21", "25", "22", "17", "26", "27", "32", "22", "0.7399", "0.9833", "AperiodicTemplate"
"33", "21", "18", "28", "20", "35", "19", "21", "23", "22", "0.1516", "0.9833", "AperiodicTemplate"
"18", "31", "27", "25", "19", "31", "21", "31", "17", "20", "0.2040", "0.9958", "AperiodicTemplate"
"21", "27", "25", "18", "21", "17", "30", "32", "21", "28", "0.3572", "0.9916", "AperiodicTemplate"
"28", "31", "16", "20", "23", "19", "26", "21", "34", "22", "0.2133", "0.9958", "AperiodicTemplate"
"20", "18", "21", "28", "35", "23", "23", "25", "22", "25", "0.4765", "0.9875", "AperiodicTemplate"
"23", "25", "21", "21", "22", "33", "24", "28", "21", "22", "0.7807", "0.9833", "AperiodicTemplate"
"24", "27", "19", "19", "27", "19", "21", "27", "27", "30", "0.6890", "0.9916", "AperiodicTemplate"
"27", "23", "28", "26", "16", "20", "23", "26", "24", "27", "0.8195", "1.0", "AperiodicTemplate"
"33", "25", "19", "20", "19", "27", "29", "25", "22", "21", "0.5174", "0.9916", "AperiodicTemplate"
"30", "26", "21", "19", "29", "27", "25", "24", "17", "22", "0.6631", "0.9833", "AperiodicTemplate"
"22", "25", "27", "15", "30", "27", "24", "17", "23", "30", "0.3997", "0.9916", "AperiodicTemplate"
"25", "24", "26", "22", "25", "26", "20", "30", "14", "28", "0.5766", "0.9916", "AperiodicTemplate"
"24", "30", "24", "24", "18", "20", "27", "23", "26", "24", "0.8942", "0.9916", "AperiodicTemplate"
"24", "27", "21", "23", "19", "26", "21", "28", "22", "29", "0.8942", "0.9958", "AperiodicTemplate"
"28", "21", "19", "32", "22", "25", "21", "19", "26", "27", "0.6457", "0.9916", "AperiodicTemplate"
"21", "19", "22", "23", "17", "22", "29", "16", "35", "36", "0.0289", "1.0", "AperiodicTemplate"
"22", "23", "23", "23", "21", "26", "28", "22", "18", "34", "0.6024", "0.9916", "AperiodicTemplate"
"24", "32", "17", "13", "24", "25", "24", "26", "24", "31", "0.2133", "0.9916", "AperiodicTemplate"
"27", "18", "27", "18", "22", "28", "23", "43", "16", "18", "0.0045", "0.9958", "AperiodicTemplate"
"27", "14", "25", "26", "27", "22", "30", "18", "27", "24", "0.4685", "0.9958", "AperiodicTemplate"
"27", "17", "28", "25", "19", "28", "22", "20", "19", "35", "0.2277", "0.9791", "AperiodicTemplate"
"31", "27", "22", "22", "21", "26", "27", "25", "15", "24", "0.6284", "0.9791", "AperiodicTemplate"
"25", "18", "21", "26", "27", "25", "21", "33", "31", "13", "0.1480", "0.9916", "AperiodicTemplate"
"24", "30", "25", "27", "26", "17", "30", "18", "23", "20", "0.5510", "0.9916", "AperiodicTemplate"
"25", "16", "29", "24", "20", "26", "30", "24", "20", "26", "0.6457", "0.9916", "AperiodicTemplate"
"30", "18", "23", "26", "25", "28", "19", "24", "25", "22", "0.8195", "0.9916", "AperiodicTemplate"
"28", "20", "22", "26", "27", "28", "22", "26", "20", "21", "0.9058", "0.9625", "AperiodicTemplate"
"28", "25", "20", "16", "20", "28", "32", "20", "30", "21", "0.3053", "0.9916", "AperiodicTemplate"
"34", "22", "22", "22", "27", "20", "20", "27", "26", "20", "0.5766", "0.9875", "AperiodicTemplate"
"23", "18", "24", "25", "35", "26", "26", "26", "15", "22", "0.2992", "0.9875", "AperiodicTemplate"
"20", "28", "28", "33", "21", "19", "25", "23", "21", "22", "0.5938", "0.9916", "AperiodicTemplate"
"28", "28", "29", "21", "24", "13", "19", "28", "25", "25", "0.3852", "0.9791", "AperiodicTemplate"
"29", "29", "25", "21", "21", "27", "26", "21", "25", "16", "0.6890", "0.9875", "AperiodicTemplate"
"26", "22", "23", "25", "25", "25", "24", "25", "23", "22", "0.9998", "0.9875", "AperiodicTemplate"
"18", "30", "30", "21", "22", "21", "22", "24", "24", "28", "0.7146", "0.9958", "AperiodicTemplate"
"23", "20", "27", "23", "22", "22", "24", "24", "21", "34", "0.7399", "0.9958", "AperiodicTemplate"
"27", "32", "24", "19", "23", "30", "16", "27", "22", "20", "0.3924", "0.9875", "AperiodicTemplate"
"26", "24", "21", "22", "32", "23", "25", "27", "19", "21", "0.8119", "0.9791", "AperiodicTemplate"
"25", "21", "22", "24", "27", "21", "32", "25", "22", "21", "0.8690", "0.9916", "AperiodicTemplate"
"16", "37", "26", "17", "15", "28", "23", "29", "22", "27", "0.0403", "0.9958", "AperiodicTemplate"
"30", "19", "21", "23", "27", "24", "27", "27", "18", "24", "0.7807", "0.975", "AperiodicTemplate"
"28", "24", "27", "19", "30", "20", "20", "24", "18", "30", "0.5425", "0.9875", "AperiodicTemplate"
"32", "22", "24", "13", "28", "23", "25", "22", "24", "27", "0.4220", "0.9916", "AperiodicTemplate"
"20", "14", "25", "32", "24", "17", "27", "28", "25", "28", "0.2535", "0.9958", "AperiodicTemplate"
"17", "17", "30", "32", "32", "25", "14", "24", "30", "19", "0.0392", "0.9916", "AperiodicTemplate"
"27", "24", "30", "18", "19", "20", "24", "30", "18", "30", "0.3852", "0.9958", "AperiodicTemplate"
"26", "22", "23", "22", "24", "20", "23", "28", "25", "27", "0.9850", "0.9916", "AperiodicTemplate"
"14", "23", "21", "24", "42", "28", "17", "19", "26", "26", "0.0083", "0.9916", "AperiodicTemplate"
"24", "27", "23", "37", "23", "18", "19", "25", "21", "23", "0.3115", "0.9875", "AperiodicTemplate"
"18", "27", "20", "21", "29", "18", "29", "27", "29", "22", "0.5257", "0.9916", "AperiodicTemplate"
"28", "19", "27", "18", "21", "25", "25", "28", "25", "24", "0.8555", "0.9916", "AperiodicTemplate"
"21", "23", "36", "29", "28", "22", "19", "23", "14", "25", "0.1379", "0.9916", "AperiodicTemplate"
"21", "23", "29", "17", "24", "29", "28", "25", "18", "26", "0.6457", "0.9875", "AperiodicTemplate"
"28", "19", "22", "30", "27", "25", "19", "22", "29", "19", "0.6284", "0.9875", "AperiodicTemplate"
"19", "23", "34", "24", "28", "28", "14", "22", "19", "29", "0.1626", "0.9916", "AperiodicTemplate"
"15", "27", "22", "23", "25", "22", "34", "21", "29", "22", "0.3572", "0.9916", "AperiodicTemplate"
"25", "35", "32", "24", "20", "27", "17", "25", "12", "23", "0.0500", "1.0", "AperiodicTemplate"
"18", "22", "28", "29", "32", "21", "17", "26", "25", "22", "0.4527", "1.0", "AperiodicTemplate"
"21", "25", "26", "18", "25", "33", "31", "14", "24", "23", "0.2277", "1.0", "AperiodicTemplate"
"23", "30", "30", "15", "30", "21", "22", "24", "24", "21", "0.4527", "0.9833", "AperiodicTemplate"
"30", "21", "25", "18", "16", "28", "21", "20", "18", "43", "0.0038", "0.9875", "ApproximateEntropy"
"23", "23", "18", "27", "28", "20", "28", "20", "32", "21", "0.5680", "0.9958", "BlockFrequency"
"21", "29", "20", "23", "22", "15", "24", "31", "25", "30", "0.4145", "0.9875", "CumulativeSums"
"22", "26", "21", "24", "27", "22", "26", "28", "14", "30", "0.5595", "0.9875", "CumulativeSums"
"20", "25", "22", "27", "24", "16", "38", "28", "19", "21", "0.1165", "0.9958", "FFT"
"26", "23", "26", "14", "24", "29", "18", "28", "22", "30", "0.3997", "0.9875", "Frequency"
"17", "20", "28", "27", "22", "30", "36", "21", "20", "19", "0.1412", "0.9875", "LinearComplexity"
"17", "23", "28", "26", "19", "20", "26", "32", "24", "25", "0.5852", "0.9958", "LongestRun"
"28", "15", "27", "26", "32", "17", "22", "23", "25", "25", "0.3852", "0.9791", "PeriodicTemplate"
"16", "15", "12", "21", "12", "18", "12", "12", "10", "18", "0.4915", "0.9863", "RandomExcursion"
"16", "19", "11", "11", "12", "20", "17", "12", "18", "10", "0.3986", "0.9931", "RandomExcursion"
"9", "24", "14", "9", "20", "10", "12", "14", "16", "18", "0.0639", "0.9931", "RandomExcursion"
"10", "16", "15", "18", "10", "10", "18", "20", "18", "11", "0.3169", "0.9863", "RandomExcursion"
"12", "19", "6", "15", "15", "20", "17", "16", "11", "15", "0.2757", "0.9931", "RandomExcursion"
"10", "14", "15", "15", "17", "9", "15", "12", "23", "16", "0.3390", "0.9863", "RandomExcursion"
"11", "10", "12", "21", "16", "17", "14", "10", "19", "16", "0.3741", "0.9931", "RandomExcursion"
"10", "16", "21", "15", "13", "16", "9", "15", "14", "17", "0.5486", "0.9863", "RandomExcursion"
"11", "17", "19", "19", "17", "6", "17", "14", "11", "15", "0.2474", "0.9863", "RandomExcursion"
"13", "17", "16", "13", "18", "13", "17", "17", "8", "14", "0.7255", "0.9863", "RandomExcursion"
"17", "14", "16", "12", "22", "12", "11", "14", "15", "13", "0.6519", "0.9931", "RandomExcursion"
"17", "13", "13", "17", "18", "17", "15", "11", "13", "12", "0.8916", "0.9794", "RandomExcursion"
"12", "15", "13", "22", "22", "17", "13", "7", "14", "11", "0.1078", "0.9726", "RandomExcursion"
"15", "15", "22", "16", "16", "9", "16", "13", "9", "15", "0.4113", "0.9931", "RandomExcursion"
"15", "16", "20", "16", "14", "17", "11", "11", "13", "13", "0.8087", "0.9794", "RandomExcursion"
"14", "16", "25", "15", "11", "10", "15", "14", "16", "10", "0.1976", "0.9931", "RandomExcursion"
"13", "14", "11", "26", "6", "11", "25", "18", "11", "11", "0.0012", "0.9931", "RandomExcursion"
"9", "21", "16", "11", "15", "17", "19", "12", "17", "9", "0.2474", "0.9931", "RandomExcursion"
"9", "15", "16", "13", "16", "21", "20", "9", "15", "12", "0.2958", "0.9794", "RandomExcursion"
"11", "17", "17", "17", "10", "15", "11", "19", "18", "11", "0.5341", "0.9863", "RandomExcursion"
"18", "18", "13", "17", "12", "14", "18", "13", "13", "10", "0.7681", "0.9794", "RandomExcursion"
"18", "10", "15", "17", "20", "11", "19", "14", "8", "14", "0.3062", "0.9931", "RandomExcursion"
"13", "17", "21", "15", "9", "17", "13", "18", "13", "10", "0.4241", "0.9931", "RandomExcursion"
"14", "14", "17", "13", "7", "21", "20", "14", "11", "15", "0.2757", "0.9931", "RandomExcursion"
"10", "13", "14", "19", "17", "15", "17", "16", "12", "13", "0.8343", "0.9794", "RandomExcursion"
"15", "16", "14", "16", "17", "8", "15", "15", "11", "19", "0.6963", "0.9931", "RandomExcursion"
"19", "25", "27", "21", "24", "29", "30", "19", "26", "20", "0.7146", "0.9875", "Rank"
"26", "27", "18", "36", "21", "20", "19", "28", "24", "21", "0.2644", "0.9916", "Runs"
"21", "18", "16", "26", "16", "33", "32", "26", "20", "32", "0.0500", "0.9875", "Serial"
"22", "28", "23", "28", "20", "18", "20", "27", "28", "26", "0.7807", "0.9958", "Serial"
"14", "22", "27", "24", "22", "25", "31", "21", "24", "30", "0.4527", "0.9958", "Universal"
